Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Jogging duration (ms)
2019-11-22,199,2187.4559239962095,4463.326323091984,130.0,130,,,,,1.1086559556320128,7.524606704711914,0.25717201828956604,7319,,,,6760280,68459593,3256065,,
2019-11-23,48,1871.6024090244925,2841.3298596143723,21.0,21,,,,,0.9522422633384297,2.137982130050659,0.2525077164173126,4382,,,,,80120863,2820479,,
2019-11-24,43,1798.8195315726218,2599.7083436250687,19.0,19,,,,,0.8755871045833977,1.8736326694488525,0.2615191638469696,3961,,,,,81831415,1809868,,
2019-11-25,225,1867.32831739634,9194.662755012512,57.0,57,,,,,1.005899266599445,9.847810745239258,0.2510583996772766,14886,,,,1671900,60706023,5298380,182118,
2019-11-26,45,1900.2281968099637,1662.1026089191437,13.0,13,,,,,1.0305198079118782,10.224552154541016,0.282440721988678,2650,,,,576818,79437395,2586228,,
2019-11-27,23,1734.8877740608564,1004.053551197052,1.0,1,,,,,1.1847810610395102,12.411884307861328,0.3033622205257416,1753,,,,,79514625,339542,43885,
2019-11-28,78,1905.2950327260305,1664.6518796086311,42.0,42,,,,,0.6277560745263582,1.5893199443817139,0.24490714073181152,3030,,,,2687532,80129796,809290,,
2019-11-29,103,1964.5083361403515,5114.3188562989235,42.0,42,,,,,1.702574539104621,2.860292434692383,0.2510583996772766,7677,,,,686880,77438114,4056631,,
2019-11-30,112,1973.7730546354485,4426.545808553696,48.0,48,,,,,0.7062903619286066,3.2663395404815674,0.2615191638469696,7461,,,,1481198,77734389,3599012,,
2019-12-01,60,1790.1779856551382,3700.3767442703247,29.0,28,,,,,0.4247738619219183,1.805882215499878,0.24560971558094025,5950,,,,,77506940,2413488,,
2019-12-02,241,1867.509345752161,11559.729608654976,54.0,53,,,,,1.0349392730499505,14.007559776306152,0.2531690001487732,18047,,,,,60512282,7241852,,
2019-12-03,99,1912.2128485087035,6194.544911265373,48.0,47,,,,,0.8098311619825931,2.277367115020752,0.2719799280166626,9267,,,,,75213481,4158604,,
2019-12-04,174,2179.9424345839902,8394.910729587078,85.0,85,,,,,0.5374769569199251,1.5523234605789185,0.2615058720111847,13114,,,,1394254,67806650,8600774,,
2019-12-05,52,1793.5255867861874,3212.140253484249,25.0,25,,,,,0.6260600600661033,1.556075930595398,0.2615191638469696,4789,,,,,81723861,1769470,,
2019-12-06,7,1730.9591385839167,293.97960686683655,,,,,,,0.6115191112001713,1.098430871963501,0.2449825406074524,699,,,,,83674163,102692,,
2019-12-07,200,1438.4223975519294,8077.652365446091,15.0,15,,,,,0.6020795816034271,2.126976490020752,0.24730685353279114,13265,,,,183746,63427049,1528939,,
2019-12-08,43,1768.6453781081284,2301.0892892479897,13.0,10,,,,,0.5702398038372488,3.312649726867676,0.2436479926109314,3643,,,,,79738104,1683262,129634,
2019-12-09,199,1933.1885183069658,7751.802375197411,10.0,10,,,,,1.1078828680598451,15.170452117919922,0.2510583996772766,12958,,,,,67222492,5708833,308911,
2019-12-10,74,1919.4891352679838,4677.613129615784,37.0,37,,,,,0.538896575827038,3.157316207885742,0.2510583996772766,6920,,,,,79461834,3999450,,
2019-12-11,114,1667.4953252844134,4943.92298156023,17.0,16,,,,,0.6696847685440915,1.9618182182312012,0.24654796719551086,7966,,,,,75674702,1725776,,
