Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Jogging duration (ms)
2019-12-12,93,1836.5952178562782,4931.25587284565,23.0,22,,,,,0.792065576230232,1.7862621545791626,0.2510583996772766,7674,,,,,78484614,3016748,,
2019-12-13,82,1825.9914382904371,4466.437051415443,25.0,25,,,,,0.5845962171645422,1.9664373397827148,0.24523000419139862,6914,,,,,76530384,2769241,,
2019-12-14,58,1877.5351483660422,3422.2259197235107,26.0,26,,,,,0.4551198862962748,1.5076532363891602,0.282440721988678,5258,,,,,78400482,2837260,,
2019-12-15,40,1817.0974308718141,1484.0353370308876,21.0,21,,,,,1.1083189861417713,37.43925857543945,0.2429426908493042,2579,,,,862456,79676725,1230827,,
2019-12-16,,1749.391627551669,,,,,,,,0.7637407330646078,0.8012326955795288,0.7277191877365112,11,,,,,86271368,,,
2019-12-17,,1752.0,,,,,,,,,,,,,,,,86400000,,,
2019-12-18,87,1729.5871711015914,3389.440623164177,5.0,5,,,,,0.5805963612940891,1.4078187942504883,0.24154265224933624,5615,,,,,76134867,1758721,330227,
2019-12-19,49,1933.0970951377317,3072.6733169555664,21.0,21,,,,,0.7171378339510535,1.5637985467910767,0.2510583996772766,4974,,,,,79621002,3834275,,
2019-12-20,214,2533.276610500552,10463.200885653496,105.0,102,,,,,0.7330189336203036,1.9071193933486938,0.24982094764709473,16302,,,,2124091,66680669,13072416,,
2019-12-21,243,1722.1734256219906,11147.341289162636,33.0,30,,,,,0.8810123140731929,9.30631160736084,0.24801626801490784,17791,,,,,58163890,6170539,252805,
2019-12-22,64,1654.729934096065,2863.192320883274,6.0,6,,,,,0.6192372425790479,1.7141755819320679,0.2469959855079651,4908,,,,,70630692,1643526,,
2019-12-23,117,2142.555634943,7709.10790681839,62.0,62,,,,,0.5982507847928832,1.9015897512435913,0.239191934466362,11433,,,,,73554337,7060674,376125,
2019-12-24,42,1778.3573860228423,2526.313442647457,18.0,15,,,,,0.9250925237355947,4.083981037139893,0.2510583996772766,3973,,,,,79309262,1095656,,
2019-12-25,21,1706.6121815458903,804.3003468648458,,,,,,,0.7153870485139732,1.2641263008117676,0.2867487967014313,1738,,,,,80578109,127500,,
2019-12-26,45,1861.9197133085781,2276.4457132681346,10.0,10,,,,,0.6446831194035143,3.4675135612487793,0.2510583996772766,3810,,,,,78203290,2476307,249031,
2019-12-27,137,1720.8667423229747,5793.381519436836,19.0,18,,,,,0.758924717677234,1.7408757209777832,0.2510583996772766,9466,,,,,76350895,2240467,,
2019-12-28,85,1754.4739222492535,4053.3771490454674,16.0,16,,,,,0.6594616855099421,2.6053388118743896,0.2494039088487625,6735,,,,,74397873,2454593,,
2019-12-29,43,1724.8270409670863,1573.9251222610474,,,,,,,0.6694663882902983,1.5457321405410767,0.24896572530269623,3264,,,,,77846770,1685719,,
2019-12-30,251,1740.5773456591346,10647.155327618122,21.0,21,,,,,0.7722711154595692,10.044754028320312,0.24267850816249847,17191,,,,,64809264,4360102,241409,
2019-12-31,70,1743.2977979396908,3941.9291322231293,23.0,23,,,,,0.4342588982729336,1.6971379518508911,0.24661506712436676,6364,,,,,76234591,2338774,,
2020-01-01,114,2026.6919009263502,7771.382040143013,69.0,69,,,,,0.6369712055041472,1.708605408668518,0.24871380627155304,11250,,,,,75720695,5927884,,
2020-01-02,58,1716.1574097271496,2570.778988301754,13.0,13,,,,,0.6492565323943651,1.4715585708618164,0.2514611482620239,4340,,,,,78857110,1519821,,
2020-01-03,29,1858.1680606526827,1941.7287166118622,16.0,16,,,,,1.2967786174604004,10.663713455200195,0.3033622205257416,2925,,,,,80463747,1784532,298810,
2020-01-04,205,1850.6057050673733,7884.3608719706535,10.0,10,,,,,0.5720350958982475,1.7148609161376953,0.2510583996772766,13179,,,,,67708242,6197449,,
2020-01-05,218,1668.9208403375455,8771.697275996208,16.0,16,,,,,0.6298665562462357,1.855831503868103,0.2509112060070038,14336,,,,,62722588,3450904,512533,
2020-01-06,165,1518.299648205842,6559.8419226408005,10.0,10,,,,,0.6297653615174627,1.7051249742507935,0.2430041879415512,10804,,,,,60120562,547993,262731,
2020-01-07,94,1814.6545273923045,5356.499962449074,37.0,36,,,,,0.7120736088180357,1.7481660842895508,0.27155253291130066,8203,,,,,73070801,3624831,,
2020-01-08,115,2021.6102389425912,6712.012882947922,46.0,46,,,,,0.85209126447205,2.0258750915527344,0.252758264541626,10220,,,,,73435548,6791383,,
2020-01-09,85,1781.8651331715816,4778.029056549072,34.0,34,,,,,0.6405771115100674,1.6362582445144653,0.24585889279842377,7107,,,,,76928447,4476863,,
2020-01-10,118,1844.683524270616,6223.862149000168,41.0,39,,,,,0.6946500180097516,1.859668493270874,0.2510583996772766,9569,,,,,72783361,6038794,,
2020-01-11,105,1615.07790253031,6614.081525396539,46.0,46,,,,,0.7384315604530246,1.746326208114624,0.2615191638469696,10186,,,,,63716392,3920533,,
2020-01-12,48,1555.2770924276504,2911.9057412631973,22.0,21,,,,,0.3523711013984955,1.7187472581863403,0.2929014563560486,4559,,,,,80129056,1353946,,
2020-01-13,182,1513.7104831205752,8037.560856819153,28.0,28,,,,,1.3557906827140782,12.409502029418945,0.2510581910610199,12922,,,,,62024327,3489985,366561,
